feature,importance
diff_run_avg_margin,56.84388732910156
diff_run_recent_avg_margin,18.8399600982666
diff_roster_bpm,10.301789283752441
neutral_site,7.784118175506592
diff_top5_bpm,7.295818328857422
season_progress,7.283085823059082
diff_sos,7.185276508331299
home_run_games,6.391116142272949
away_timezone_shift,6.020588397979736
away_run_games,5.897312164306641
diff_run_win_pct,5.888785362243652
away_star_count,5.7881951332092285
travel_advantage,5.719851493835449
diff_run_recent_win_pct,5.637476444244385
home_run_avg_pts_for,5.496105194091797
home_top5_bpm,5.446717262268066
home_run_avg_pts_against,5.407488822937012
home_ranked,5.394025802612305
home_prior_adj_oe,5.263586044311523
home_roster_obpm,5.258882999420166
away_prior_adj_de,5.232353687286377
away_prior_adj_tempo,5.209949016571045
away_run_avg_pts_against,5.19975471496582
away_depth_count,5.080519676208496
home_prior_adj_de,5.055326461791992
home_roster_bpm,5.036233901977539
diff_prior_rank,5.007087230682373
away_prior_barthag,5.005303382873535
away_rank,4.984620094299316
away_roster_bpm,4.958136558532715
diff_prior_win_pct,4.954354286193848
away_run_avg_pts_for,4.944368362426758
away_top5_bpm,4.936503887176514
home_roster_dbpm,4.865020275115967
away_roster_dbpm,4.836996555328369
away_roster_obpm,4.758686542510986
home_depth_count,4.754615306854248
home_prior_barthag,4.737563133239746
away_prior_adj_oe,4.731919288635254
home_star_count,4.547496795654297
home_prior_adj_tempo,4.502743721008301
home_rank,4.290170669555664
away_ranked,2.9390511512756348
