feature,importance
diff_active_bpm,59.499000549316406
diff_missing_impact,15.08054256439209
diff_roster_bpm,11.081073760986328
diff_run_avg_margin,8.946798324584961
home_matched_players,8.462652206420898
neutral_site,7.7303547859191895
diff_run_recent_avg_margin,6.622020721435547
away_matched_players,6.5961174964904785
away_active_bpm,6.314496994018555
home_active_bpm,6.204348087310791
diff_top5_bpm,5.923201560974121
diff_run_win_pct,5.890267848968506
diff_run_recent_win_pct,5.821030139923096
home_prior_adj_oe,5.445499897003174
away_timezone_shift,5.440334320068359
season_progress,5.3227972984313965
home_run_avg_pts_against,5.313565731048584
home_roster_bpm,5.258848190307617
away_star_count,5.247367858886719
diff_prior_rank,5.246983528137207
travel_advantage,5.0427961349487305
away_prior_adj_tempo,5.0044708251953125
away_roster_dbpm,4.9430718421936035
away_prior_barthag,4.912533283233643
home_run_games,4.861484050750732
away_prior_adj_de,4.852695465087891
home_roster_obpm,4.83193302154541
home_prior_barthag,4.829270839691162
away_run_games,4.827337265014648
away_roster_obpm,4.817443370819092
home_depth_count,4.810492515563965
home_star_count,4.78987979888916
diff_sos,4.774941444396973
away_top5_bpm,4.757750988006592
home_top5_bpm,4.740616798400879
away_run_avg_pts_for,4.73290491104126
away_roster_bpm,4.731588840484619
home_run_avg_pts_for,4.719888210296631
away_rank,4.70407772064209
away_prior_adj_oe,4.700141906738281
home_roster_dbpm,4.598025798797607
away_run_avg_pts_against,4.596169471740723
diff_prior_win_pct,4.562134265899658
home_prior_adj_de,4.410008907318115
home_rank,4.347753524780273
away_ranked,4.3171281814575195
away_depth_count,4.243496894836426
home_prior_adj_tempo,4.235162258148193
