feature,importance
diff_run_avg_margin,52.5297737121582
diff_run_recent_avg_margin,22.141033172607422
diff_roster_bpm,10.743570327758789
season_progress,7.696657657623291
neutral_site,7.593630313873291
diff_top5_bpm,7.534491539001465
diff_sos,7.173760890960693
diff_run_win_pct,6.171213626861572
diff_run_recent_win_pct,5.962466716766357
away_rank,5.933932304382324
diff_prior_rank,5.697977066040039
home_run_games,5.687526226043701
travel_advantage,5.6229329109191895
home_prior_adj_oe,5.597130298614502
away_prior_barthag,5.590908527374268
away_timezone_shift,5.581883430480957
away_star_count,5.539046764373779
home_roster_bpm,5.504751205444336
home_run_avg_pts_for,5.4564313888549805
away_roster_bpm,5.413898468017578
away_top5_bpm,5.323268413543701
away_run_avg_pts_against,5.249527931213379
away_prior_adj_de,5.197388648986816
diff_prior_win_pct,5.1425700187683105
away_prior_adj_tempo,5.134425163269043
home_ranked,5.1237897872924805
home_top5_bpm,5.120289325714111
home_run_avg_pts_against,5.108974933624268
home_depth_count,5.069850921630859
away_run_games,5.026641845703125
home_roster_dbpm,5.0179243087768555
away_prior_adj_oe,4.966121196746826
away_roster_obpm,4.829370498657227
home_roster_obpm,4.823309421539307
away_depth_count,4.796311378479004
away_run_avg_pts_for,4.767004013061523
home_prior_adj_de,4.7464375495910645
away_roster_dbpm,4.728683948516846
home_prior_barthag,4.62614631652832
home_prior_adj_tempo,4.556638240814209
home_star_count,4.18015718460083
home_rank,4.1307878494262695
