feature,importance
diff_roster_bpm,70.4346694946289
diff_top5_bpm,20.274465560913086
neutral_site,7.848409652709961
diff_run_avg_margin,7.491117477416992
home_roster_bpm,6.406171798706055
away_top5_bpm,6.346447944641113
diff_blend_barthag,6.331040382385254
away_run_recent_avg_margin,5.938608169555664
home_run_games,5.869925022125244
away_run_win_pct,5.84675407409668
home_prior_barthag,5.70672082901001
diff_run_win_pct,5.671348571777344
home_run_recent_win_pct,5.659152507781982
diff_prior_rank,5.5776214599609375
diff_run_recent_avg_margin,5.576566219329834
away_star_count,5.528561592102051
home_blend_adj_oe,5.522854804992676
away_away_win_pct,5.518800258636475
home_blend_adj_de,5.502406120300293
away_roster_bpm,5.4871015548706055
away_depth_count,5.473876476287842
home_run_recent_avg_margin,5.4202189445495605
away_blend_adj_de,5.400561332702637
home_run_avg_pts_for,5.373005390167236
away_prior_adj_oe,5.370742321014404
home_prior_adj_de,5.365668296813965
away_run_avg_margin,5.3434529304504395
diff_sos,5.335736274719238
home_roster_obpm,5.322023391723633
away_blend_adj_tempo,5.297782897949219
away_run_recent_win_pct,5.281336307525635
diff_blend_adj_oe,5.224616527557373
home_home_win_pct,5.223353862762451
home_run_avg_pts_against,5.1900763511657715
away_run_games,5.159626007080078
diff_blend_adj_tempo,5.159161567687988
away_sos,5.151487350463867
home_run_avg_margin,5.148833751678467
season_progress,5.135346412658691
diff_run_recent_win_pct,5.1246337890625
away_blend_adj_oe,5.110283851623535
away_run_avg_pts_against,5.091451168060303
home_prior_win_pct,5.0563435554504395
home_run_win_pct,5.054284572601318
away_blend_barthag,5.023857593536377
home_sos,5.0226006507873535
home_prior_adj_oe,5.020261287689209
home_top5_bpm,5.007374286651611
away_run_avg_pts_for,4.988917827606201
home_blend_adj_tempo,4.971473217010498
diff_prior_win_pct,4.951014518737793
home_prior_adj_tempo,4.933545112609863
home_roster_dbpm,4.933136463165283
away_roster_dbpm,4.890125274658203
home_star_count,4.847380638122559
away_roster_obpm,4.829526424407959
away_prior_adj_tempo,4.813021183013916
home_blend_barthag,4.809045791625977
away_prior_rank,4.760610103607178
away_prior_adj_de,4.663741111755371
away_prior_win_pct,4.55339241027832
diff_blend_adj_de,4.4196295738220215
home_depth_count,4.316044807434082
away_rank,4.106846809387207
home_prior_rank,4.086797714233398
away_prior_barthag,3.99167799949646
home_rank,3.9683759212493896
