feature,importance
diff_active_bpm,117.70468139648438
diff_roster_bpm,37.29965591430664
neutral_site,11.592333793640137
home_matched_players,11.010453224182129
diff_top5_bpm,10.288166999816895
away_matched_players,10.08968448638916
away_roster_bpm,8.645614624023438
home_blend_barthag,8.192267417907715
away_run_recent_win_pct,8.129640579223633
diff_run_avg_margin,8.127861022949219
diff_run_win_pct,7.990251541137695
away_run_games,7.952236175537109
home_top5_bpm,7.87666130065918
away_run_win_pct,7.82291316986084
away_run_avg_margin,7.749142646789551
away_blend_adj_de,7.673799514770508
home_run_avg_margin,7.654352188110352
home_prior_rank,7.504609107971191
away_missing_impact,7.486218452453613
away_active_bpm,7.43678092956543
home_roster_obpm,7.395420074462891
diff_blend_barthag,7.321169376373291
home_active_bpm,7.311581611633301
away_sos,7.300419330596924
away_prior_adj_oe,7.297969818115234
home_missing_impact,7.241432189941406
away_depth_count,7.240686416625977
diff_run_recent_avg_margin,7.217461585998535
home_run_win_pct,7.157686233520508
home_sos,7.098570823669434
away_star_count,7.092177867889404
diff_blend_adj_oe,7.089267253875732
season_progress,7.068387508392334
away_blend_adj_oe,7.063593864440918
home_run_games,6.982985019683838
diff_sos,6.969241619110107
home_run_recent_avg_margin,6.944172382354736
away_blend_barthag,6.924973011016846
home_roster_bpm,6.92149543762207
away_run_recent_avg_margin,6.911345481872559
home_run_avg_pts_against,6.898068904876709
away_roster_obpm,6.835005760192871
away_roster_dbpm,6.813749313354492
diff_blend_adj_tempo,6.772939205169678
diff_blend_adj_de,6.735432147979736
away_away_win_pct,6.727531909942627
away_run_avg_pts_for,6.721253871917725
home_prior_barthag,6.707833766937256
away_prior_barthag,6.656684398651123
diff_prior_rank,6.6370110511779785
away_prior_adj_de,6.595456600189209
home_blend_adj_oe,6.584542751312256
home_prior_adj_de,6.511317253112793
home_prior_win_pct,6.50669002532959
away_rank,6.492627143859863
home_roster_dbpm,6.483438014984131
diff_missing_impact,6.42832088470459
home_prior_adj_tempo,6.408148288726807
home_run_avg_pts_for,6.407670497894287
home_prior_adj_oe,6.402818202972412
diff_prior_win_pct,6.328723907470703
home_home_win_pct,6.321084022521973
away_prior_rank,6.20128870010376
away_blend_adj_tempo,6.142799377441406
diff_run_recent_win_pct,6.132784843444824
away_run_avg_pts_against,6.1059699058532715
home_rank,6.080323696136475
away_prior_win_pct,6.0352783203125
away_prior_adj_tempo,5.977706432342529
home_blend_adj_de,5.919325828552246
home_depth_count,5.8854265213012695
away_top5_bpm,5.8712968826293945
home_run_recent_win_pct,5.6852240562438965
home_blend_adj_tempo,3.9919815063476562
home_star_count,3.8896682262420654
