feature,importance
diff_roster_bpm,73.76617431640625
diff_top5_bpm,29.525625228881836
diff_blend_barthag,9.996463775634766
neutral_site,8.4453763961792
home_prior_rank,5.929378032684326
away_run_recent_avg_margin,5.875348091125488
away_curr_rank,5.856808662414551
diff_run_recent_avg_margin,5.846665859222412
diff_prior_win_pct,5.832754135131836
home_roster_obpm,5.825933933258057
home_curr_barthag,5.756192684173584
diff_run_win_pct,5.72597599029541
away_run_win_pct,5.692738056182861
home_prior_barthag,5.687582015991211
diff_run_avg_margin,5.6527419090271
away_roster_dbpm,5.611904621124268
home_blend_barthag,5.541896343231201
away_roster_bpm,5.522735595703125
away_run_recent_win_pct,5.487875938415527
home_run_recent_avg_margin,5.4794230461120605
home_blend_adj_oe,5.464967727661133
away_rank,5.45529842376709
diff_blend_adj_de,5.443448543548584
away_roster_obpm,5.440479278564453
away_depth_count,5.405370235443115
season_progress,5.384704113006592
away_curr_barthag,5.374623775482178
away_top5_bpm,5.371898174285889
home_curr_adj_oe,5.353445053100586
home_home_win_pct,5.33687686920166
home_run_avg_margin,5.327000141143799
away_blend_barthag,5.316381931304932
diff_prior_rank,5.3157525062561035
home_run_avg_pts_against,5.315369606018066
home_prior_adj_oe,5.304769515991211
home_run_avg_pts_for,5.269036769866943
home_run_games,5.248630523681641
home_run_win_pct,5.2479424476623535
away_blend_adj_de,5.247919082641602
home_blend_adj_tempo,5.223219871520996
home_roster_dbpm,5.2117838859558105
away_prior_barthag,5.2049665451049805
home_blend_adj_de,5.203548908233643
away_away_win_pct,5.197599411010742
away_prior_win_pct,5.191656112670898
away_prior_adj_de,5.1604743003845215
home_prior_win_pct,5.137934684753418
away_blend_adj_oe,5.133087158203125
home_run_recent_win_pct,5.127705097198486
home_roster_bpm,5.115231513977051
home_curr_rank,5.092784881591797
away_curr_adj_tempo,5.0387749671936035
diff_blend_adj_oe,5.037119388580322
away_run_avg_pts_against,5.001820087432861
home_curr_adj_tempo,4.96764612197876
away_run_avg_margin,4.96486759185791
away_curr_adj_de,4.889989852905273
away_prior_adj_tempo,4.884268760681152
home_prior_adj_de,4.876648902893066
away_prior_rank,4.8174967765808105
diff_blend_adj_tempo,4.79325532913208
diff_run_recent_win_pct,4.77567720413208
home_depth_count,4.7717485427856445
away_run_games,4.754733562469482
away_run_avg_pts_for,4.64789342880249
away_curr_adj_oe,4.5785417556762695
away_prior_adj_oe,4.538415431976318
away_blend_adj_tempo,4.523645401000977
away_star_count,4.462368011474609
home_curr_adj_de,4.391107559204102
home_prior_adj_tempo,4.235561370849609
home_top5_bpm,4.075571060180664
home_rank,3.903093099594116
home_star_count,3.517906665802002
