feature,importance
diff_roster_bpm,95.57337951660156
diff_top5_bpm,46.91521453857422
diff_blend_barthag,15.233808517456055
neutral_site,10.385385513305664
away_run_recent_win_pct,8.86026668548584
away_roster_bpm,8.710010528564453
diff_run_win_pct,8.661815643310547
home_blend_adj_oe,8.613119125366211
diff_prior_win_pct,8.478878021240234
home_curr_barthag,8.289961814880371
diff_blend_adj_de,8.064804077148438
away_prior_rank,7.937931537628174
home_curr_rank,7.783066749572754
season_progress,7.7273664474487305
away_star_count,7.602655410766602
away_depth_count,7.578958511352539
away_curr_barthag,7.541296482086182
diff_prior_rank,7.501003742218018
home_home_win_pct,7.498402118682861
diff_run_recent_win_pct,7.476271629333496
home_run_games,7.447064399719238
diff_run_avg_margin,7.405901908874512
home_run_avg_margin,7.2477288246154785
away_run_recent_avg_margin,7.230423927307129
home_curr_adj_oe,7.222504138946533
home_star_count,7.21735954284668
diff_blend_adj_oe,7.198797702789307
home_run_recent_avg_margin,7.084500789642334
away_blend_adj_de,7.023586273193359
home_roster_dbpm,6.942861557006836
home_blend_adj_tempo,6.926342487335205
away_blend_barthag,6.854515075683594
away_run_avg_margin,6.818103313446045
away_curr_adj_de,6.782103061676025
home_roster_bpm,6.777255535125732
home_run_avg_pts_against,6.771685600280762
diff_run_recent_avg_margin,6.73917293548584
away_curr_rank,6.716914653778076
away_curr_adj_oe,6.692805290222168
home_roster_obpm,6.688918113708496
home_prior_adj_de,6.639810085296631
away_blend_adj_oe,6.62987756729126
home_prior_adj_oe,6.583074569702148
away_run_win_pct,6.5413289070129395
home_run_win_pct,6.473949432373047
away_away_win_pct,6.389157295227051
away_run_avg_pts_for,6.37549352645874
away_prior_adj_de,6.321526050567627
away_prior_adj_oe,6.307433605194092
home_run_avg_pts_for,6.303849697113037
away_curr_adj_tempo,6.299130439758301
home_prior_barthag,6.284034252166748
home_blend_adj_de,6.281396865844727
away_run_avg_pts_against,6.22408390045166
home_blend_barthag,6.187613487243652
away_roster_dbpm,6.154634952545166
away_prior_win_pct,6.146347999572754
home_depth_count,6.053397178649902
away_run_games,6.0405988693237305
away_prior_barthag,5.925094127655029
home_prior_rank,5.84310245513916
away_top5_bpm,5.747513771057129
away_roster_obpm,5.692382335662842
home_curr_adj_tempo,5.681799411773682
away_prior_adj_tempo,5.628464698791504
diff_blend_adj_tempo,5.501449108123779
home_curr_adj_de,5.480435848236084
home_prior_win_pct,5.449315547943115
home_top5_bpm,5.126062393188477
home_prior_adj_tempo,5.069046974182129
away_blend_adj_tempo,4.823795318603516
home_run_recent_win_pct,4.717989921569824
away_rank,4.615225315093994
home_rank,3.6750411987304688
