feature,importance
diff_active_bpm,111.59884643554688
diff_roster_bpm,57.88441848754883
home_matched_players,12.514617919921875
diff_top5_bpm,12.421643257141113
away_matched_players,10.58547306060791
neutral_site,10.02950382232666
diff_run_win_pct,9.524888038635254
away_run_avg_margin,9.50944995880127
home_travel_distance,9.508756637573242
home_prior_barthag,9.275020599365234
diff_travel_distance,9.062643051147461
away_run_games,8.927532196044922
home_prior_adj_oe,8.883036613464355
home_timezone_shift,8.697383880615234
away_roster_bpm,8.654865264892578
away_prior_adj_oe,8.559344291687012
away_run_win_pct,8.37366771697998
diff_prior_rank,8.320720672607422
away_run_recent_win_pct,8.265816688537598
away_prior_adj_de,8.120713233947754
diff_run_recent_avg_margin,8.098736763000488
away_prior_rank,8.085580825805664
away_missing_impact,8.066400527954102
away_top5_bpm,7.998064994812012
away_away_win_pct,7.992252349853516
diff_run_avg_margin,7.82240629196167
home_run_avg_pts_against,7.811380386352539
home_active_bpm,7.723254203796387
home_missing_impact,7.700320720672607
home_home_win_pct,7.650409698486328
season_progress,7.583547592163086
diff_missing_impact,7.5179667472839355
diff_blend_adj_de,7.465431213378906
diff_prior_win_pct,7.437007904052734
home_run_games,7.407265663146973
home_run_win_pct,7.400944709777832
diff_blend_adj_oe,7.385282516479492
home_run_recent_avg_margin,7.368911266326904
away_roster_dbpm,7.3579816818237305
home_roster_obpm,7.35065221786499
home_run_avg_margin,7.248945713043213
home_blend_barthag,7.2307448387146
home_blend_adj_oe,7.2245306968688965
diff_run_recent_win_pct,7.18030309677124
diff_blend_barthag,7.169776439666748
away_run_recent_avg_margin,7.156703472137451
home_prior_win_pct,7.120339393615723
away_prior_barthag,7.0897440910339355
away_active_bpm,6.946671009063721
away_depth_count,6.942629337310791
away_sos,6.916358947753906
diff_sos,6.9100871086120605
home_sos,6.881039619445801
away_blend_barthag,6.811992168426514
away_run_avg_pts_against,6.805746078491211
away_blend_adj_oe,6.798721790313721
diff_timezone_shift,6.75518798828125
away_star_count,6.748282432556152
away_travel_distance,6.705667495727539
home_run_avg_pts_for,6.659424304962158
diff_blend_adj_tempo,6.621565341949463
home_top5_bpm,6.612515449523926
home_blend_adj_de,6.56566858291626
away_roster_obpm,6.563962936401367
home_prior_adj_de,6.520741939544678
home_roster_dbpm,6.508717060089111
away_prior_win_pct,6.356174945831299
away_run_avg_pts_for,6.178885459899902
home_roster_bpm,6.175459384918213
home_prior_rank,6.101540565490723
away_blend_adj_de,6.0723137855529785
away_prior_adj_tempo,5.9367218017578125
home_rank,5.662954330444336
home_run_recent_win_pct,5.150847911834717
home_prior_adj_tempo,4.8162150382995605
home_star_count,4.336121559143066
away_rank,4.30253267288208
home_depth_count,4.179745674133301
