feature,importance
diff_run_avg_margin,50.017757415771484
diff_run_recent_avg_margin,19.617895126342773
diff_roster_bpm,10.009453773498535
season_progress,7.711196422576904
neutral_site,7.688755512237549
diff_top5_bpm,7.577618598937988
diff_sos,7.243195533752441
away_star_count,6.570029258728027
home_run_games,6.224268913269043
diff_run_recent_win_pct,6.162832736968994
away_timezone_shift,6.051630973815918
diff_run_win_pct,5.942113876342773
travel_advantage,5.883147716522217
home_top5_bpm,5.8393096923828125
diff_prior_rank,5.663066864013672
away_run_games,5.5869669914245605
home_prior_adj_oe,5.5843119621276855
home_run_avg_pts_for,5.502735614776611
away_rank,5.4486236572265625
away_prior_barthag,5.320001125335693
away_run_avg_pts_against,5.2833967208862305
home_run_avg_pts_against,5.259585857391357
home_prior_adj_de,5.2228169441223145
away_top5_bpm,5.194902420043945
away_depth_count,5.159506797790527
away_roster_bpm,5.059403419494629
away_run_avg_pts_for,5.052794933319092
home_prior_adj_tempo,4.969101905822754
away_prior_adj_de,4.927008152008057
home_depth_count,4.852949619293213
home_roster_dbpm,4.847599506378174
away_prior_adj_tempo,4.846789836883545
home_roster_obpm,4.838614463806152
home_prior_barthag,4.80210542678833
away_roster_obpm,4.793082237243652
diff_prior_win_pct,4.707423210144043
home_roster_bpm,4.67631721496582
away_roster_dbpm,4.662566184997559
home_star_count,4.4301276206970215
home_rank,4.400816917419434
away_prior_adj_oe,4.331475734710693
away_ranked,2.856691360473633
